ItemID,DCS,Style,Category,ColorDes,Size,Season,RetailPrice,Cost
31703,MENDNMPNT,MDM7260A,Pants,DK.VINTAGE,28/30,FW16,98,40
31704,MENDNMPNT,MDM7260A,Pants,DK.VINTAGE,29/30,FW16,98,40
31705,MENDNMPNT,MDM7260A,Pants,DK.VINTAGE,30/30,FW16,98,40
31706,MENDNMPNT,MDM7260A,Pants,DK.VINTAGE,31/30,FW16,98,40
31707,MENDNMPNT,MDM7260A,Pants,DK.VINTAGE,32/30,FW16,98,40
31708,MENDNMPNT,MDM7260A,Pants,DK.VINTAGE,30/32,FW16,98,40
31709,MENDNMPNT,MDM7260A,Pants,DK.VINTAGE,31/32,FW16,98,40
31710,MENDNMPNT,MDM7260A,Pants,DK.VINTAGE,32/32,FW16,98,40
31711,MENDNMPNT,MDM7260A,Pants,DK.VINTAGE,33/32,FW16,98,40
31712,MENDNMPNT,MDM7260A,Pants,DK.VINTAGE,34/32,FW16,98,40
31713,MENDNMPNT,MDM7260A,Pants,MD.WASH,28/30,FW16,98,40
31714,MENDNMPNT,MDM7260A,Pants,MD.WASH,29/30,FW16,98,40
31715,MENDNMPNT,MDM7260A,Pants,MD.WASH,30/30,FW16,98,40
31716,MENDNMPNT,MDM7260A,Pants,MD.WASH,31/30,FW16,98,40
31717,MENDNMPNT,MDM7260A,Pants,MD.WASH,32/30,FW16,98,40
31718,MENDNMPNT,MDM7260A,Pants,MD.WASH,30/32,FW16,98,40
31719,MENDNMPNT,MDM7260A,Pants,MD.WASH,31/32,FW16,98,40
31720,MENDNMPNT,MDM7260A,Pants,MD.WASH,32/32,FW16,98,40
31721,MENDNMPNT,MDM7260A,Pants,MD.WASH,33/32,FW16,98,40
31722,MENDNMPNT,MDM7260A,Pants,MD.WASH,34/32,FW16,98,40
31723,MENDNMPNT,MDM7260B,Pants,DK.WASH,28/30,FW16,98,40
31724,MENDNMPNT,MDM7260B,Pants,DK.WASH,29/30,FW16,98,40
31725,MENDNMPNT,MDM7260B,Pants,DK.WASH,30/30,FW16,98,40
31726,MENDNMPNT,MDM7260B,Pants,DK.WASH,31/30,FW16,98,40
31727,MENDNMPNT,MDM7260B,Pants,DK.WASH,32/30,FW16,98,40
31728,MENDNMPNT,MDM7260B,Pants,DK.WASH,30/32,FW16,98,40
31729,MENDNMPNT,MDM7260B,Pants,DK.WASH,31/32,FW16,98,40
31730,MENDNMPNT,MDM7260B,Pants,DK.WASH,32/32,FW16,98,40
31731,MENDNMPNT,MDM7260B,Pants,DK.WASH,33/32,FW16,98,40
31732,MENDNMPNT,MDM7260B,Pants,DK.WASH,34/32,FW16,98,40
31733,MENDNMPNT,MDM7260C,Pants,JET BLACK,28/30,FW16,128,40
31734,MENDNMPNT,MDM7260C,Pants,JET BLACK,29/30,FW16,128,40
31735,MENDNMPNT,MDM7260C,Pants,JET BLACK,30/30,FW16,128,40
31736,MENDNMPNT,MDM7260C,Pants,JET BLACK,31/30,FW16,128,40
31737,MENDNMPNT,MDM7260C,Pants,JET BLACK,32/30,FW16,128,40
31738,MENDNMPNT,MDM7260C,Pants,JET BLACK,30/32,FW16,128,40
31739,MENDNMPNT,MDM7260C,Pants,JET BLACK,31/32,FW16,128,40
31740,MENDNMPNT,MDM7260C,Pants,JET BLACK,32/32,FW16,128,40
31741,MENDNMPNT,MDM7260C,Pants,JET BLACK,33/32,FW16,128,40
31742,MENDNMPNT,MDM7260C,Pants,JET BLACK,34/32,FW16,128,40
31743,MENDNMPNT,MDM7260C,Pants,CHARCOAL,28/30,FW16,128,40
31744,MENDNMPNT,MDM7260C,Pants,CHARCOAL,29/30,FW16,128,40
31745,MENDNMPNT,MDM7260C,Pants,CHARCOAL,30/30,FW16,128,40
31746,MENDNMPNT,MDM7260C,Pants,CHARCOAL,31/30,FW16,128,40
31747,MENDNMPNT,MDM7260C,Pants,CHARCOAL,32/30,FW16,128,40
31748,MENDNMPNT,MDM7260C,Pants,CHARCOAL,30/32,FW16,128,40
31749,MENDNMPNT,MDM7260C,Pants,CHARCOAL,31/32,FW16,128,40
31750,MENDNMPNT,MDM7260C,Pants,CHARCOAL,32/32,FW16,128,40
31751,MENDNMPNT,MDM7260C,Pants,CHARCOAL,33/32,FW16,128,40
31752,MENDNMPNT,MDM7260C,Pants,CHARCOAL,34/32,FW16,128,40
31753,MENDNMPNT,MDM7261A,Pants,RINSE WASH,28/30,FW16,98,40
31754,MENDNMPNT,MDM7261A,Pants,RINSE WASH,29/30,FW16,98,40
31755,MENDNMPNT,MDM7261A,Pants,RINSE WASH,30/30,FW16,98,40
31756,MENDNMPNT,MDM7261A,Pants,RINSE WASH,31/30,FW16,98,40
31757,MENDNMPNT,MDM7261A,Pants,RINSE WASH,32/30,FW16,98,40
31758,MENDNMPNT,MDM7261A,Pants,RINSE WASH,30/32,FW16,98,40
31759,MENDNMPNT,MDM7261A,Pants,RINSE WASH,31/32,FW16,98,40
31760,MENDNMPNT,MDM7261A,Pants,RINSE WASH,32/32,FW16,98,40
31761,MENDNMPNT,MDM7261A,Pants,RINSE WASH,33/32,FW16,98,40
31762,MENDNMPNT,MDM7261A,Pants,RINSE WASH,34/32,FW16,98,40
31763,MENDNMPNT,MDM7261A,Pants,DK.MD.VINTAGE,28/30,FW16,98,40
31764,MENDNMPNT,MDM7261A,Pants,DK.MD.VINTAGE,29/30,FW16,98,40
31765,MENDNMPNT,MDM7261A,Pants,DK.MD.VINTAGE,30/30,FW16,98,40
31766,MENDNMPNT,MDM7261A,Pants,DK.MD.VINTAGE,31/30,FW16,98,40
31767,MENDNMPNT,MDM7261A,Pants,DK.MD.VINTAGE,32/30,FW16,98,40
31768,MENDNMPNT,MDM7261A,Pants,DK.MD.VINTAGE,30/32,FW16,98,40
31769,MENDNMPNT,MDM7261A,Pants,DK.MD.VINTAGE,31/32,FW16,98,40
31770,MENDNMPNT,MDM7261A,Pants,DK.MD.VINTAGE,32/32,FW16,98,40
31771,MENDNMPNT,MDM7261A,Pants,DK.MD.VINTAGE,33/32,FW16,98,40
31772,MENDNMPNT,MDM7261A,Pants,DK.MD.VINTAGE,34/32,FW16,98,40
31773,MENDNMPNT,MDM7261B,Pants,JET BLACK,28/30,FW16,98,40
31774,MENDNMPNT,MDM7261B,Pants,JET BLACK,29/30,FW16,98,40
31775,MENDNMPNT,MDM7261B,Pants,JET BLACK,30/30,FW16,98,40
31776,MENDNMPNT,MDM7261B,Pants,JET BLACK,31/30,FW16,98,40
31777,MENDNMPNT,MDM7261B,Pants,JET BLACK,32/30,FW16,98,40
31778,MENDNMPNT,MDM7261B,Pants,JET BLACK,30/32,FW16,98,40
31779,MENDNMPNT,MDM7261B,Pants,JET BLACK,31/32,FW16,98,40
31780,MENDNMPNT,MDM7261B,Pants,JET BLACK,32/32,FW16,98,40
31781,MENDNMPNT,MDM7261B,Pants,JET BLACK,33/32,FW16,98,40
31782,MENDNMPNT,MDM7261B,Pants,JET BLACK,34/32,FW16,98,40
31783,MENDNMPNT,MDM7261C,Pants,LT.GREY,28/30,FW16,98,40
31784,MENDNMPNT,MDM7261C,Pants,LT.GREY,29/30,FW16,98,40
31785,MENDNMPNT,MDM7261C,Pants,LT.GREY,30/30,FW16,98,40
31786,MENDNMPNT,MDM7261C,Pants,LT.GREY,31/30,FW16,98,40
31787,MENDNMPNT,MDM7261C,Pants,LT.GREY,32/30,FW16,98,40
31788,MENDNMPNT,MDM7261C,Pants,LT.GREY,30/32,FW16,98,40
31789,MENDNMPNT,MDM7261C,Pants,LT.GREY,31/32,FW16,98,40
31790,MENDNMPNT,MDM7261C,Pants,LT.GREY,32/32,FW16,98,40
31791,MENDNMPNT,MDM7261C,Pants,LT.GREY,33/32,FW16,98,40
31792,MENDNMPNT,MDM7261C,Pants,LT.GREY,34/32,FW16,98,40
31793,MENDNMPNT,MDM7262A,Pants,DK.RINSE WASH,28/30,FW16,98,40
31794,MENDNMPNT,MDM7262A,Pants,DK.RINSE WASH,29/30,FW16,98,40
31795,MENDNMPNT,MDM7262A,Pants,DK.RINSE WASH,30/30,FW16,98,40
31796,MENDNMPNT,MDM7262A,Pants,DK.RINSE WASH,31/30,FW16,98,40
31797,MENDNMPNT,MDM7262A,Pants,DK.RINSE WASH,32/30,FW16,98,40
31798,MENDNMPNT,MDM7262A,Pants,DK.RINSE WASH,30/32,FW16,98,40
31799,MENDNMPNT,MDM7262A,Pants,DK.RINSE WASH,31/32,FW16,98,40
31800,MENDNMPNT,MDM7262A,Pants,DK.RINSE WASH,32/32,FW16,98,40
31801,MENDNMPNT,MDM7262A,Pants,DK.RINSE WASH,33/32,FW16,98,40
31802,MENDNMPNT,MDM7262A,Pants,DK.RINSE WASH,34/32,FW16,98,40
31803,MENDNMPNT,MDM7262A,Pants,MD.VINTAGE,28/30,FW16,98,40
31804,MENDNMPNT,MDM7262A,Pants,MD.VINTAGE,29/30,FW16,98,40
31805,MENDNMPNT,MDM7262A,Pants,MD.VINTAGE,30/30,FW16,98,40
31806,MENDNMPNT,MDM7262A,Pants,MD.VINTAGE,31/30,FW16,98,40
31807,MENDNMPNT,MDM7262A,Pants,MD.VINTAGE,32/30,FW16,98,40
31808,MENDNMPNT,MDM7262A,Pants,MD.VINTAGE,30/32,FW16,98,40
31809,MENDNMPNT,MDM7262A,Pants,MD.VINTAGE,31/32,FW16,98,40
31810,MENDNMPNT,MDM7262A,Pants,MD.VINTAGE,32/32,FW16,98,40
31811,MENDNMPNT,MDM7262A,Pants,MD.VINTAGE,33/32,FW16,98,40
31812,MENDNMPNT,MDM7262A,Pants,MD.VINTAGE,34/32,FW16,98,40
31813,MENCOLPNT,MPT7200A,Pants,JET BLACK,28,FW16,98,30
31814,MENCOLPNT,MPT7200A,Pants,JET BLACK,29,FW16,98,30
31815,MENCOLPNT,MPT7200A,Pants,JET BLACK,30,FW16,98,30
31816,MENCOLPNT,MPT7200A,Pants,JET BLACK,31,FW16,98,30
31817,MENCOLPNT,MPT7200A,Pants,JET BLACK,32,FW16,98,30
31818,MENCOLPNT,MPT7200A,Pants,JET BLACK,33,FW16,98,30
31819,MENCOLPNT,MPT7200A,Pants,JET BLACK,34,FW16,98,30
31820,MENCOLPNT,MPT7200A,Pants,JET BLACK,36,FW16,98,30
31821,MENCOLPNT,MPT7200A,Pants,KHAKI,28,FW16,98,30
31822,MENCOLPNT,MPT7200A,Pants,KHAKI,29,FW16,98,30
31823,MENCOLPNT,MPT7200A,Pants,KHAKI,30,FW16,98,30
31824,MENCOLPNT,MPT7200A,Pants,KHAKI,31,FW16,98,30
31825,MENCOLPNT,MPT7200A,Pants,KHAKI,32,FW16,98,30
31826,MENCOLPNT,MPT7200A,Pants,KHAKI,33,FW16,98,30
31827,MENCOLPNT,MPT7200A,Pants,KHAKI,34,FW16,98,30
31828,MENCOLPNT,MPT7200A,Pants,KHAKI,36,FW16,98,30
31829,MENCOLPNT,MPT7203A,Pants,JET BLACK,28/30,FW16,98,30
31830,MENCOLPNT,MPT7203A,Pants,JET BLACK,29/30,FW16,98,30
31831,MENCOLPNT,MPT7203A,Pants,JET BLACK,30/30,FW16,98,30
31832,MENCOLPNT,MPT7203A,Pants,JET BLACK,31/30,FW16,98,30
31833,MENCOLPNT,MPT7203A,Pants,JET BLACK,32/30,FW16,98,30
31834,MENCOLPNT,MPT7203A,Pants,JET BLACK,30/32,FW16,98,30
31835,MENCOLPNT,MPT7203A,Pants,JET BLACK,31/32,FW16,98,30
31836,MENCOLPNT,MPT7203A,Pants,JET BLACK,32/32,FW16,98,30
31837,MENCOLPNT,MPT7203A,Pants,JET BLACK,33/32,FW16,98,30
31838,MENCOLPNT,MPT7203A,Pants,JET BLACK,34/32,FW16,98,30
31839,MENCOLPNT,MPT7203A,Pants,JET BLACK,36/32,FW16,98,30
31840,MENCOLPNT,MPT7203A,Pants,BLACK COFFEE,28/30,FW16,98,30
31841,MENCOLPNT,MPT7203A,Pants,BLACK COFFEE,29/30,FW16,98,30
31842,MENCOLPNT,MPT7203A,Pants,BLACK COFFEE,30/30,FW16,98,30
31843,MENCOLPNT,MPT7203A,Pants,BLACK COFFEE,31/30,FW16,98,30
31844,MENCOLPNT,MPT7203A,Pants,BLACK COFFEE,32/30,FW16,98,30
31845,MENCOLPNT,MPT7203A,Pants,BLACK COFFEE,30/32,FW16,98,30
31846,MENCOLPNT,MPT7203A,Pants,BLACK COFFEE,31/32,FW16,98,30
31847,MENCOLPNT,MPT7203A,Pants,BLACK COFFEE,32/32,FW16,98,30
31848,MENCOLPNT,MPT7203A,Pants,BLACK COFFEE,33/32,FW16,98,30
31849,MENCOLPNT,MPT7203A,Pants,BLACK COFFEE,34/32,FW16,98,30
31850,MENCOLPNT,MPT7203A,Pants,BLACK COFFEE,36/32,FW16,98,30
31851,MENCOLPNT,MPT7203A,Pants,KHAKI,28/30,FW16,98,30
31852,MENCOLPNT,MPT7203A,Pants,KHAKI,29/30,FW16,98,30
31853,MENCOLPNT,MPT7203A,Pants,KHAKI,30/30,FW16,98,30
31854,MENCOLPNT,MPT7203A,Pants,KHAKI,31/30,FW16,98,30
31855,MENCOLPNT,MPT7203A,Pants,KHAKI,32/30,FW16,98,30
31856,MENCOLPNT,MPT7203A,Pants,KHAKI,30/32,FW16,98,30
31857,MENCOLPNT,MPT7203A,Pants,KHAKI,31/32,FW16,98,30
31858,MENCOLPNT,MPT7203A,Pants,KHAKI,32/32,FW16,98,30
31859,MENCOLPNT,MPT7203A,Pants,KHAKI,33/32,FW16,98,30
31860,MENCOLPNT,MPT7203A,Pants,KHAKI,34/32,FW16,98,30
31861,MENCOLPNT,MPT7203A,Pants,KHAKI,36/32,FW16,98,30
31862,MENCOLPNT,MPT7203A,Pants,AQUA GREEN,28/30,FW16,98,30
31863,MENCOLPNT,MPT7203A,Pants,AQUA GREEN,29/30,FW16,98,30
31864,MENCOLPNT,MPT7203A,Pants,AQUA GREEN,30/30,FW16,98,30
31865,MENCOLPNT,MPT7203A,Pants,AQUA GREEN,31/30,FW16,98,30
31866,MENCOLPNT,MPT7203A,Pants,AQUA GREEN,32/30,FW16,98,30
31867,MENCOLPNT,MPT7203A,Pants,AQUA GREEN,30/32,FW16,98,30
31868,MENCOLPNT,MPT7203A,Pants,AQUA GREEN,31/32,FW16,98,30
31869,MENCOLPNT,MPT7203A,Pants,AQUA GREEN,32/32,FW16,98,30
31870,MENCOLPNT,MPT7203A,Pants,AQUA GREEN,33/32,FW16,98,30
31871,MENCOLPNT,MPT7203A,Pants,AQUA GREEN,34/32,FW16,98,30
31872,MENCOLPNT,MPT7203A,Pants,AQUA GREEN,36/32,FW16,98,30
31873,MENCOLPNT,MPT7205A,Pants,NAVY,28,FW16,98,30
31874,MENCOLPNT,MPT7205A,Pants,NAVY,29,FW16,98,30
31875,MENCOLPNT,MPT7205A,Pants,NAVY,30,FW16,98,30
31876,MENCOLPNT,MPT7205A,Pants,NAVY,31,FW16,98,30
31877,MENCOLPNT,MPT7205A,Pants,NAVY,32,FW16,98,30
31878,MENCOLPNT,MPT7205A,Pants,NAVY,33,FW16,98,30
31879,MENCOLPNT,MPT7205A,Pants,NAVY,34,FW16,98,30
31880,MENCOLPNT,MPT7205A,Pants,NAVY,36,FW16,98,30
31881,MENCOLPNT,MPT7205A,Pants,NIGHT GREEN,28,FW16,98,30
31882,MENCOLPNT,MPT7205A,Pants,NIGHT GREEN,29,FW16,98,30
31883,MENCOLPNT,MPT7205A,Pants,NIGHT GREEN,30,FW16,98,30
31884,MENCOLPNT,MPT7205A,Pants,NIGHT GREEN,31,FW16,98,30
31885,MENCOLPNT,MPT7205A,Pants,NIGHT GREEN,32,FW16,98,30
31886,MENCOLPNT,MPT7205A,Pants,NIGHT GREEN,33,FW16,98,30
31887,MENCOLPNT,MPT7205A,Pants,NIGHT GREEN,34,FW16,98,30
31888,MENCOLPNT,MPT7205A,Pants,NIGHT GREEN,36,FW16,98,30
31889,MENCOLPNT,MPT7205A,Pants,WOOD,28,FW16,98,30
31890,MENCOLPNT,MPT7205A,Pants,WOOD,29,FW16,98,30
31891,MENCOLPNT,MPT7205A,Pants,WOOD,30,FW16,98,30
31892,MENCOLPNT,MPT7205A,Pants,WOOD,31,FW16,98,30
31893,MENCOLPNT,MPT7205A,Pants,WOOD,32,FW16,98,30
31894,MENCOLPNT,MPT7205A,Pants,WOOD,33,FW16,98,30
31895,MENCOLPNT,MPT7205A,Pants,WOOD,34,FW16,98,30
31896,MENCOLPNT,MPT7205A,Pants,WOOD,36,FW16,98,30
31897,MENCOLPNT,MPT7206A,Pants,ESPRESSO,28/30,FW16,98,40
31898,MENCOLPNT,MPT7206A,Pants,ESPRESSO,29/30,FW16,98,40
31899,MENCOLPNT,MPT7206A,Pants,ESPRESSO,30/30,FW16,98,40
31900,MENCOLPNT,MPT7206A,Pants,ESPRESSO,31/30,FW16,98,40
31901,MENCOLPNT,MPT7206A,Pants,ESPRESSO,32/30,FW16,98,40
31902,MENCOLPNT,MPT7206A,Pants,ESPRESSO,30/32,FW16,98,40
31903,MENCOLPNT,MPT7206A,Pants,ESPRESSO,31/32,FW16,98,40
31904,MENCOLPNT,MPT7206A,Pants,ESPRESSO,32/32,FW16,98,40
31905,MENCOLPNT,MPT7206A,Pants,ESPRESSO,33/32,FW16,98,40
31906,MENCOLPNT,MPT7206A,Pants,ESPRESSO,34/32,FW16,98,40
31907,MENCOLPNT,MPT7206A,Pants,ESPRESSO,36/32,FW16,98,40
31908,MENCOLPNT,MPT7206A,Pants,NIGHT GREEN,28/30,FW16,98,40
31909,MENCOLPNT,MPT7206A,Pants,NIGHT GREEN,29/30,FW16,98,40
31910,MENCOLPNT,MPT7206A,Pants,NIGHT GREEN,30/30,FW16,98,40
31911,MENCOLPNT,MPT7206A,Pants,NIGHT GREEN,31/30,FW16,98,40
31912,MENCOLPNT,MPT7206A,Pants,NIGHT GREEN,32/30,FW16,98,40
31913,MENCOLPNT,MPT7206A,Pants,NIGHT GREEN,30/32,FW16,98,40
31914,MENCOLPNT,MPT7206A,Pants,NIGHT GREEN,31/32,FW16,98,40
31915,MENCOLPNT,MPT7206A,Pants,NIGHT GREEN,32/32,FW16,98,40
31916,MENCOLPNT,MPT7206A,Pants,NIGHT GREEN,33/32,FW16,98,40
31917,MENCOLPNT,MPT7206A,Pants,NIGHT GREEN,34/32,FW16,98,40
31918,MENCOLPNT,MPT7206A,Pants,NIGHT GREEN,36/32,FW16,98,40
31919,MENCOLPNT,MPT7206A,Pants,KHAKI,28/30,FW16,98,40
31920,MENCOLPNT,MPT7206A,Pants,KHAKI,29/30,FW16,98,40
31921,MENCOLPNT,MPT7206A,Pants,KHAKI,30/30,FW16,98,40
31922,MENCOLPNT,MPT7206A,Pants,KHAKI,31/30,FW16,98,40
31923,MENCOLPNT,MPT7206A,Pants,KHAKI,32/30,FW16,98,40
31924,MENCOLPNT,MPT7206A,Pants,KHAKI,30/32,FW16,98,40
31925,MENCOLPNT,MPT7206A,Pants,KHAKI,31/32,FW16,98,40
31926,MENCOLPNT,MPT7206A,Pants,KHAKI,32/32,FW16,98,40
31927,MENCOLPNT,MPT7206A,Pants,KHAKI,33/32,FW16,98,40
31928,MENCOLPNT,MPT7206A,Pants,KHAKI,34/32,FW16,98,40
31929,MENCOLPNT,MPT7206A,Pants,KHAKI,36/32,FW16,98,40
31930,MENTAIPNT,MPT7201A,Pants,BLACK,28,FW16,148,46
31931,MENTAIPNT,MPT7201A,Pants,BLACK,29,FW16,148,46
31932,MENTAIPNT,MPT7201A,Pants,BLACK,30,FW16,148,46
31933,MENTAIPNT,MPT7201A,Pants,BLACK,31,FW16,148,46
31934,MENTAIPNT,MPT7201A,Pants,BLACK,32,FW16,148,46
31935,MENTAIPNT,MPT7201A,Pants,BLACK,33,FW16,148,46
31936,MENTAIPNT,MPT7201A,Pants,BLACK,34,FW16,148,46
31937,MENTAIPNT,MPT7201A,Pants,BLACK,36,FW16,148,46
31938,MENTAIPNT,MPT7201B,Pants,GREY,28,FW16,98,52
31939,MENTAIPNT,MPT7201B,Pants,GREY,29,FW16,98,52
31940,MENTAIPNT,MPT7201B,Pants,GREY,30,FW16,98,52
31941,MENTAIPNT,MPT7201B,Pants,GREY,31,FW16,98,52
31942,MENTAIPNT,MPT7201B,Pants,GREY,32,FW16,98,52
31943,MENTAIPNT,MPT7201B,Pants,GREY,33,FW16,98,52
31944,MENTAIPNT,MPT7201B,Pants,GREY,34,FW16,98,52
31945,MENTAIPNT,MPT7201B,Pants,GREY,36,FW16,98,52
31946,MENTAIPNT,MPT7201B,Pants,BLACK,28,FW16,98,52
31947,MENTAIPNT,MPT7201B,Pants,BLACK,29,FW16,98,52
31948,MENTAIPNT,MPT7201B,Pants,BLACK,30,FW16,98,52
31949,MENTAIPNT,MPT7201B,Pants,BLACK,31,FW16,98,52
31950,MENTAIPNT,MPT7201B,Pants,BLACK,32,FW16,98,52
31951,MENTAIPNT,MPT7201B,Pants,BLACK,33,FW16,98,52
31952,MENTAIPNT,MPT7201B,Pants,BLACK,34,FW16,98,52
31953,MENTAIPNT,MPT7201B,Pants,BLACK,36,FW16,98,52
31954,MENCOLPNT,MPT7202A,Pants,NAVY,28,FW16,98,40
31955,MENCOLPNT,MPT7202A,Pants,NAVY,29,FW16,98,40
31956,MENCOLPNT,MPT7202A,Pants,NAVY,30,FW16,98,40
31957,MENCOLPNT,MPT7202A,Pants,NAVY,31,FW16,98,40
31958,MENCOLPNT,MPT7202A,Pants,NAVY,32,FW16,98,40
31959,MENCOLPNT,MPT7202A,Pants,NAVY,33,FW16,98,40
31960,MENCOLPNT,MPT7202A,Pants,NAVY,34,FW16,98,40
31961,MENCOLPNT,MPT7202A,Pants,NAVY,36,FW16,98,40
31962,MENCOLPNT,MPT7202A,Pants,COFFEE,28,FW16,98,40
31963,MENCOLPNT,MPT7202A,Pants,COFFEE,29,FW16,98,40
31964,MENCOLPNT,MPT7202A,Pants,COFFEE,30,FW16,98,40
31965,MENCOLPNT,MPT7202A,Pants,COFFEE,31,FW16,98,40
31966,MENCOLPNT,MPT7202A,Pants,COFFEE,32,FW16,98,40
31967,MENCOLPNT,MPT7202A,Pants,COFFEE,33,FW16,98,40
31968,MENCOLPNT,MPT7202A,Pants,COFFEE,34,FW16,98,40
31969,MENCOLPNT,MPT7202A,Pants,COFFEE,36,FW16,98,40
31970,MENCOLPNT,MPT7207A,Pants,JET BLACK,28,FW16,98,40
31971,MENCOLPNT,MPT7207A,Pants,JET BLACK,29,FW16,98,40
31972,MENCOLPNT,MPT7207A,Pants,JET BLACK,30,FW16,98,40
31973,MENCOLPNT,MPT7207A,Pants,JET BLACK,31,FW16,98,40
31974,MENCOLPNT,MPT7207A,Pants,JET BLACK,32,FW16,98,40
31975,MENCOLPNT,MPT7207A,Pants,JET BLACK,33,FW16,98,40
31976,MENCOLPNT,MPT7207A,Pants,JET BLACK,34,FW16,98,40
31977,MENCOLPNT,MPT7207A,Pants,JET BLACK,36,FW16,98,40
31978,MENCOLPNT,MPT7207C,Pants,CHARCOAL,28,FW16,128,40
31979,MENCOLPNT,MPT7207C,Pants,CHARCOAL,29,FW16,128,40
31980,MENCOLPNT,MPT7207C,Pants,CHARCOAL,30,FW16,128,40
31981,MENCOLPNT,MPT7207C,Pants,CHARCOAL,31,FW16,128,40
31982,MENCOLPNT,MPT7207C,Pants,CHARCOAL,32,FW16,128,40
31983,MENCOLPNT,MPT7207C,Pants,CHARCOAL,33,FW16,128,40
31984,MENCOLPNT,MPT7207C,Pants,CHARCOAL,34,FW16,128,40
31985,MENCOLPNT,MPT7207C,Pants,CHARCOAL,36,FW16,128,40
31986,MENCOLPNT,MPT7207B,Pants,NIGHT GREEN,28,FW16,98,40
31987,MENCOLPNT,MPT7207B,Pants,NIGHT GREEN,29,FW16,98,40
31988,MENCOLPNT,MPT7207B,Pants,NIGHT GREEN,30,FW16,98,40
31989,MENCOLPNT,MPT7207B,Pants,NIGHT GREEN,31,FW16,98,40
31990,MENCOLPNT,MPT7207B,Pants,NIGHT GREEN,32,FW16,98,40
31991,MENCOLPNT,MPT7207B,Pants,NIGHT GREEN,33,FW16,98,40
31992,MENCOLPNT,MPT7207B,Pants,NIGHT GREEN,34,FW16,98,40
31993,MENCOLPNT,MPT7207B,Pants,NIGHT GREEN,36,FW16,98,40
31994,MENCOLPNT,MPT7208A,Pants,COFFEE,28/30,FW16,98,40
31995,MENCOLPNT,MPT7208A,Pants,COFFEE,29/30,FW16,98,40
31996,MENCOLPNT,MPT7208A,Pants,COFFEE,30/30,FW16,98,40
31997,MENCOLPNT,MPT7208A,Pants,COFFEE,31/30,FW16,98,40
31998,MENCOLPNT,MPT7208A,Pants,COFFEE,32/30,FW16,98,40
31999,MENCOLPNT,MPT7208A,Pants,COFFEE,30/32,FW16,98,40
32000,MENCOLPNT,MPT7208A,Pants,COFFEE,31/32,FW16,98,40
32001,MENCOLPNT,MPT7208A,Pants,COFFEE,32/32,FW16,98,40
32002,MENCOLPNT,MPT7208A,Pants,COFFEE,33/32,FW16,98,40
32003,MENCOLPNT,MPT7208A,Pants,COFFEE,34/32,FW16,98,40
32004,MENCOLPNT,MPT7208A,Pants,COFFEE,36/32,FW16,98,40
32005,MENCOLKNI,MST1230A,Knit,LT.INDIGO,XS,FW16,58,18
32006,MENCOLKNI,MST1230A,Knit,LT.INDIGO,S,FW16,58,18
32007,MENCOLKNI,MST1230A,Knit,LT.INDIGO,M,FW16,58,18
32008,MENCOLKNI,MST1230A,Knit,LT.INDIGO,L,FW16,58,18
32009,MENCOLKNI,MST1230A,Knit,LT.INDIGO,XL,FW16,58,18
32010,MENCOLKNI,MST1230A,Knit,MD. INDIGO,XS,FW16,58,18
32011,MENCOLKNI,MST1230A,Knit,MD. INDIGO,S,FW16,58,18
32012,MENCOLKNI,MST1230A,Knit,MD. INDIGO,M,FW16,58,18
32013,MENCOLKNI,MST1230A,Knit,MD. INDIGO,L,FW16,58,18
32014,MENCOLKNI,MST1230A,Knit,MD. INDIGO,XL,FW16,58,18
32015,MENCOLKNI,MST1231A,Knit,WHITE,XS,FW16,48,15
32016,MENCOLKNI,MST1231A,Knit,WHITE,S,FW16,48,15
32017,MENCOLKNI,MST1231A,Knit,WHITE,M,FW16,48,15
32018,MENCOLKNI,MST1231A,Knit,WHITE,L,FW16,48,15
32019,MENCOLKNI,MST1231A,Knit,WHITE,XL,FW16,48,15
32020,MENCOLKNI,MST1231A,Knit,NAVY,XS,FW16,48,15
32021,MENCOLKNI,MST1231A,Knit,NAVY,S,FW16,48,15
32022,MENCOLKNI,MST1231A,Knit,NAVY,M,FW16,48,15
32023,MENCOLKNI,MST1231A,Knit,NAVY,L,FW16,48,15
32024,MENCOLKNI,MST1231A,Knit,NAVY,XL,FW16,48,15
32025,MENCOLKNI,MST1231A,Knit,DK OLIVE,XS,FW16,48,15
32026,MENCOLKNI,MST1231A,Knit,DK OLIVE,S,FW16,48,15
32027,MENCOLKNI,MST1231A,Knit,DK OLIVE,M,FW16,48,15
32028,MENCOLKNI,MST1231A,Knit,DK OLIVE,L,FW16,48,15
32029,MENCOLKNI,MST1231A,Knit,DK OLIVE,XL,FW16,48,15
32030,MENCOLKNI,MST1231A,Knit,JET BLACK,XS,FW16,48,15
32031,MENCOLKNI,MST1231A,Knit,JET BLACK,S,FW16,48,15
32032,MENCOLKNI,MST1231A,Knit,JET BLACK,M,FW16,48,15
32033,MENCOLKNI,MST1231A,Knit,JET BLACK,L,FW16,48,15
32034,MENCOLKNI,MST1231A,Knit,JET BLACK,XL,FW16,48,15
32035,MENCOLKNI,MST1231A,Knit,NIGHT GREEN,XS,FW16,48,15
32036,MENCOLKNI,MST1231A,Knit,NIGHT GREEN,S,FW16,48,15
